f,pips
2022-07-20,-2.799999999999591
2022-07-25,14.000000000001046
2022-07-29,-2.199999999999568
2022-08-05,-21.099999999998865
2022-08-10,-3.899999999999159
2022-08-15,-9.39999999999984
2022-08-19,-7.900000000001205
2022-08-25,0.5999999999995906
2022-08-30,2.899999999999204
2022-09-05,7.199999999999841
2022-09-09,-1.999999999998613
2022-09-15,9.40000000000182
2022-09-20,11.199999999999045
2022-09-23,11.799999999999068
2022-09-30,3.8999999999982946
2022-10-05,3.299999999998272
2022-10-10,-1.4999999999990679
2022-10-14,3.3999999999987494
2022-10-20,-5.400000000000636
2022-10-25,1.099999999999136
2022-10-28,-6.899999999999272
2022-11-04,8.70000000000132
2022-11-10,12.000000000000023
2022-11-15,-6.800000000001637
2022-11-25,8.899999999999432
2022-11-30,15.19999999999825
2022-12-05,11.69999999999859
2022-12-09,47.499999999999
2022-12-15,-9.199999999998886
2022-12-20,-19.500000000002593
2023-01-10,14.299999999999637
2023-01-20,-7.599999999999772
2023-01-25,8.000000000000819
2023-01-30,-14.00000000000191
2023-02-03,-4.999999999998726
2023-02-10,0.5999999999995906
2023-02-15,-5.9000000000001815
2023-02-20,-3.3999999999996136
2023-02-24,-21.099999999998865
2023-03-03,-6.500000000000204
2023-03-10,-9.200000000001728
2023-03-30,-21.099999999998865
2023-04-05,-5.0000000000015685
2023-04-10,2.5000000000001363
2023-04-14,-10.999999999998954
2023-04-20,-15.600000000001023
2023-04-25,-9.000000000000773
2023-04-28,-1.1
2023-05-05,3.300000000001114
2023-05-10,1.6000000000015233
2023-05-15,17.099999999998793
2023-05-19,-1.7000000000000228
2023-05-25,-12.399999999999954
2023-05-30,10.599999999999023
2023-06-05,2.5999999999977716
2023-06-09,-4.300000000001068
2023-06-15,-21.099999999998865
2023-06-20,-3.699999999998204
2023-06-23,16.60000000000209
2023-06-30,-3.2000000000015008
2023-07-05,-1.4999999999990679
2023-07-10,-3.3999999999996136
2023-07-14,15.700000000000637
2023-07-20,14.700000000001546
2023-07-25,13.200000000000069
2023-07-28,3.8999999999982946
2023-08-04,7.500000000001274
2023-08-10,1.0000000000015006
2023-08-15,8.099999999998454
2023-08-18,3.2000000000006366
2023-08-25,-0.8999999999990451
2023-08-30,-1.7999999999976581
2023-09-05,-6.200000000001614
2023-09-08,-14.800000000000045
2023-09-15,1.5000000000010458
2023-09-20,-0.20000000000138707
2023-09-25,3.900000000001137
2023-09-29,3.2000000000006366
2023-10-05,18.800000000001226
2023-10-10,5.5000000000002505
2023-10-13,2.9000000000020463
2023-10-20,-7.399999999998817
2023-10-25,6.5999999999998185
2023-10-30,4.79999999999975
2023-11-03,-0.6000000000004548
2023-11-10,-3.500000000000091
2023-11-15,2.600000000000614
2023-11-20,22.09999999999993
2023-11-24,1.1999999999996134
2023-11-30,-7.99999999999884
2023-12-05,-0.6000000000004548
2023-12-08,26.799999999999635
2023-12-15,17.89999999999977
2023-12-20,11.899999999999546
2023-12-25,-6.899999999999272
2023-12-29,8.899999999999432
2024-01-05,6.200000000000751
2024-01-10,-9.69999999999843
2024-01-15,-4.100000000000113
2024-01-19,-7.300000000001182
2024-01-25,-5.499999999998272
2024-01-30,-6.9999999999997495
2024-02-05,12.1000000000005
2024-02-09,8.29999999999941
2024-02-15,6.5999999999998185
2024-02-20,-0.9000000000018873
2024-02-23,6.700000000000296
2024-03-05,-6.399999999999727
2024-03-08,-9.600000000000795
2024-03-15,2.600000000000614
2024-03-20,-7.100000000000227
2024-03-25,10.199999999999955
2024-03-29,-11.799999999999931
2024-04-05,-4.200000000000591
2024-04-10,-1.9000000000009778
2024-04-15,-21.099999999998865
2024-04-19,14.600000000001069
2024-04-25,0.20000000000052287
2024-04-30,0.10000000000004539
2024-05-03,-3.500000000000091
2024-05-10,4.4000000000006825
2024-05-15,3.8000000000006593
2024-05-20,-6.000000000000659
2024-05-24,-0.9999999999995226
2024-05-30,-0.6999999999980901
2024-06-05,-9.69999999999843
2024-06-10,5.700000000001205
2024-06-14,-4.599999999999659
2024-06-20,3.300000000001114
2024-06-25,13.699999999999614
2024-06-28,-21.099999999998865
2024-07-05,-3.899999999999159
2024-07-10,-6.1000000000011365
2024-07-15,-16.000000000000092
2024-07-19,10.300000000000432
2024-07-25,7.799999999999864
2024-07-30,5.999999999999796
2024-08-05,-21.099999999998865
2024-08-09,-4.8000000000006136
2024-08-15,-4.299999999998226
2024-08-20,33.79999999999895
2024-08-23,12.700000000000523
2024-08-30,-7.70000000000025
2024-09-05,3.8999999999982946
2024-09-10,5.000000000000705
2024-09-13,32.49999999999843
2024-09-20,29.79999999999975
2024-09-25,8.600000000000842
2024-09-30,-21.099999999998865
2024-10-04,4.900000000000228
2024-10-10,11.099999999998568
2024-10-15,4.000000000001615
2024-10-18,7.300000000000319
2024-10-25,1.9000000000001136
2024-10-30,-1.7000000000000228
2024-11-05,-5.699999999999227
2024-11-08,-13.499999999999522
2024-11-15,33.70000000000132
2024-11-20,-2.6999999999991133
2024-11-25,11.700000000001433
2024-11-29,43.200000000001204
2024-12-05,-4.599999999999659
2024-12-10,-4.200000000000591
2024-12-13,12.200000000000978
2024-12-20,39.79999999999918
2024-12-25,9.499999999999455
2024-12-30,5.699999999998363
2025-01-03,-4.199999999997749
2025-01-10,2.200000000001546
2025-01-15,1.099999999999136
2025-01-20,9.999999999999
2025-01-24,3.300000000001114
2025-01-30,11.599999999998113
2025-02-05,41.699999999999726
2025-02-10,-21.099999999998865
2025-02-14,20.600000000001295
2025-02-20,22.200000000000408
2025-02-25,-6.000000000000659
2025-03-05,-15.799999999999136
2025-03-10,-6.099999999998294
2025-03-14,4.09999999999925
2025-03-20,-8.600000000001705
2025-03-25,9.900000000001365
2025-03-28,16.800000000000203
2025-04-04,-21.099999999998865
2025-04-10,-3.299999999999136
2025-04-15,6.800000000000773
2025-04-18,-6.099999999998294
2025-04-25,-6.900000000002114
2025-04-30,6.799999999997931
2025-05-05,16.800000000000203
2025-05-09,11.899999999999546
2025-05-15,1.4000000000005683
2025-05-20,33.599999999998
2025-05-23,-1.50000000000191
2025-05-30,9.70000000000041
2025-06-05,-1.3999999999985904
2025-06-10,14.599999999998227
2025-06-13,-17.699999999999683
2025-06-20,-3.8000000000015235
2025-06-25,25.100000000000044
2025-06-30,10.600000000001865
2025-07-04,-8.199999999999795
2025-07-10,-12.699999999998544
2025-07-15,-9.199999999998886
2025-07-18,3.999999999998772
2025-07-25,2.1000000000010686
2025-07-30,12.999999999999114
2025-08-08,-9.900000000002228
2025-08-15,5.899999999999318
2025-08-25,2.7000000000010913
2025-09-10,-2.3000000000000456
2025-09-15,-0.39999999999949987
2025-09-19,-9.999999999999863
2025-09-30,11.300000000002365
2025-10-03,-21.099999999998865
2025-10-10,6.200000000000751
2025-10-15,18.40000000000216
2025-10-20,-10.399999999998931
2025-10-24,-13.499999999999522
2025-10-30,8.600000000000842
2025-11-05,24.700000000000976
2025-11-14,1.100000000001978
2025-11-20,8.200000000001774
2025-11-25,8.500000000000364
2025-11-28,14.099999999998682
2025-12-05,11.799999999999068
2025-12-10,12.099999999997658
2025-12-15,11.4
2025-12-19,-1.300000000000955
2025-12-25,-8.900000000000295
2025-12-30,0.30000000000100036
2026-01-05,8.29999999999941
2026-01-09,-2.7000000000019555
2026-01-15,8.99999999999991
2026-01-20,21.999999999999453
2026-01-23,-0.6000000000004548
2026-01-30,-21.099999999998865
2026-02-05,-11.900000000000409
2026-02-10,20.700000000001772
2026-02-13,-21.099999999998865
2026-02-20,2.5000000000001363
2026-03-05,-14.900000000000523
2026-03-10,8.799999999998954
2026-03-13,7.300000000000319
2026-03-20,6.5999999999998185
2026-03-30,5.999999999999796
2026-04-03,2.9000000000020463
2026-04-10,-0.6000000000004548
2026-04-20,-1.4000000000014325
2026-04-24,-3.6000000000005685
2026-04-30,-2.5000000000010005
2026-05-05,-5.999999999997817
2026-05-08,1.9000000000001136
2026-05-15,1.5000000000010458
2026-05-20,-3.9999999999996363
2026-05-25,-1.999999999998613
2026-06-25,1.099999999999136
2026-06-30,7.600000000001751
2026-07-03,-2.5000000000010005
2026-07-20,0.39999999999863567
2026-07-24,8.899999999999432
2026-07-30,-1.5999999999995453
2026-08-05,-0.8999999999990451
