ranking_temporalidad;activo;temporalidad;direccion_analizada;familia_salida;entryLeadBars;hora_referencia_jst;sl_lookback;tipo_tp;tp1_r;tp2_r;tp3_r;total_trades;win_rate;profit_factor;r_neto_total;promedio_r_por_trade;max_drawdown_r;racha_max_perdidas;score_robustez;avg_r_ganadoras;avg_r_perdedoras;payoff_ratio;cantidad_velas;dias_historico;meses_historico;trades_por_1000_velas;r_por_1000_velas
18;USDJPY;1m;cortos / SELL;TP/SL;13;09:55;33;tp_unico_4.0;4,00;;;23;43,48%;3,08;27,00;1,17;-4,00;4;59,18;4,00;-1,00;4,00;119030;114,80;3,77;0,19;0,23
