activo;temporalidad;direccion_analizada;familia_salida;entryLeadBars;hora_referencia_jst;sl_lookback;tipo_tp;tp1_r;tp2_r;tp3_r;sl_pips;hora_cierre_objetivo_jst;total_trades;total_trades_ejecutados;win_rate;profit_factor;r_neto_total;promedio_r_por_trade;max_drawdown_r;racha_max_perdidas;avg_r_ganadoras;avg_r_perdedoras;payoff_ratio;fecha_inicio_datos;fecha_fin_datos;cantidad_velas;dias_historico;meses_historico;muestra_menor_1_anio;trades_por_1000_velas;r_por_1000_velas;score_robustez
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;10,00;10:30;24;24;62,50%;1,62;3,93;0,16;-2,00;2;0,68;-0,70;0,97;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;30,36
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;15,00;10:00;24;24;54,17%;1,06;0,21;0,01;-1,13;3;0,30;-0,34;0,90;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,00;23,34
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;15,00;10:05;24;24;45,83%;0,99;-0,06;-0,00;-1,43;3;0,39;-0,34;1,17;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;-0,00;22,21
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;15,00;10:10;24;24;54,17%;1,23;0,94;0,04;-1,39;3;0,38;-0,37;1,04;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;25,10
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;15,00;10:15;24;24;65,22%;2,23;4,41;0,18;-1,11;2;0,53;-0,45;1,19;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;36,68
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;15,00;10:20;24;24;58,33%;2,41;5,25;0,22;-1,25;2;0,64;-0,37;1,72;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;38,71
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;15,00;10:25;24;24;58,33%;1,76;3,47;0,14;-1,51;2;0,57;-0,45;1,26;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;31,59
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;15,00;10:30;24;24;62,50%;1,46;2,15;0,09;-1,71;2;0,45;-0,52;0,88;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;27,71
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;20,00;10:00;24;24;58,33%;1,65;1,31;0,05;-0,54;3;0,24;-0,20;1,18;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;29,86
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;20,00;10:05;24;24;50,00%;1,44;1,03;0,04;-0,92;3;0,28;-0,20;1,44;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;27,40
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;20,00;10:10;24;24;54,17%;1,72;1,56;0,07;-0,82;3;0,29;-0,20;1,45;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;30,28
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;20,00;10:15;24;24;69,57%;3,49;4,28;0,18;-0,62;2;0,38;-0,25;1,53;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;47,25
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;20,00;10:20;24;24;62,50%;3,41;5,02;0,21;-0,98;2;0,47;-0,23;2,05;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;46,86
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;20,00;10:25;24;24;62,50%;2,36;3,72;0,16;-1,22;2;0,43;-0,31;1,41;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;36,89
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;20,00;10:30;24;24;66,67%;1,89;2,67;0,11;-1,53;2;0,35;-0,38;0,95;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;31,84
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;25,00;10:00;24;24;58,33%;1,65;1,05;0,04;-0,43;3;0,19;-0,16;1,18;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;29,76
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;25,00;10:05;24;24;50,00%;1,44;0,83;0,03;-0,74;3;0,23;-0,16;1,44;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;27,45
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;25,00;10:10;24;24;54,17%;1,72;1,25;0,05;-0,66;3;0,23;-0,16;1,45;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;30,20
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;25,00;10:15;24;24;69,57%;3,49;3,43;0,14;-0,50;2;0,30;-0,20;1,53;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;46,62
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;25,00;10:20;24;24;62,50%;3,41;4,02;0,17;-0,78;2;0,38;-0,18;2,05;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;46,17
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;25,00;10:25;24;24;62,50%;2,36;2,98;0,12;-0,97;2;0,34;-0,24;1,41;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;36,49
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;25,00;10:30;24;24;66,67%;1,88;2,12;0,09;-1,24;2;0,28;-0,30;0,94;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;31,56
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;30,00;10:00;24;24;58,33%;1,65;0,87;0,04;-0,36;3;0,16;-0,13;1,18;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;29,70
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;30,00;10:05;24;24;50,00%;1,44;0,69;0,03;-0,61;3;0,19;-0,13;1,44;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;27,48
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;30,00;10:10;24;24;54,17%;1,72;1,04;0,04;-0,55;3;0,19;-0,13;1,45;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;30,15
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;30,00;10:15;24;24;69,57%;3,49;2,86;0,12;-0,41;2;0,25;-0,16;1,53;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;46,20
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;30,00;10:20;24;24;62,50%;3,41;3,35;0,14;-0,65;2;0,32;-0,15;2,05;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;45,72
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;30,00;10:25;24;24;62,50%;2,36;2,48;0,10;-0,81;2;0,29;-0,20;1,41;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;36,23
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;30,00;10:30;24;24;66,67%;1,88;1,77;0,07;-1,03;2;0,24;-0,25;0,94;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;31,48
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;35,00;10:00;24;24;58,33%;1,65;0,75;0,03;-0,31;3;0,14;-0,12;1,18;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;29,65
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;35,00;10:05;24;24;50,00%;1,44;0,59;0,02;-0,53;3;0,16;-0,11;1,44;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,00;27,50
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;35,00;10:10;24;24;54,17%;1,72;0,89;0,04;-0,47;3;0,16;-0,11;1,45;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;30,12
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;35,00;10:15;24;24;69,57%;3,49;2,45;0,10;-0,35;2;0,21;-0,14;1,53;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;45,90
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;35,00;10:20;24;24;62,50%;3,41;2,87;0,12;-0,56;2;0,27;-0,13;2,05;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;45,39
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;35,00;10:25;24;24;62,50%;2,36;2,13;0,09;-0,69;2;0,25;-0,17;1,41;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;36,05
USDJPY;1m;cortos / SELL;Reversal Original;2;09:55;;;;;;35,00;10:30;24;24;66,67%;1,88;1,52;0,06;-0,89;2;0,20;-0,22;0,94;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;31,43
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;5,00;10:00;24;24;47,83%;1,30;2,68;0,11;-5,06;4;1,05;-0,74;1,42;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;24,08
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;5,00;10:05;24;24;50,00%;1,41;4,02;0,17;-3,46;4;1,16;-0,82;1,41;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;27,36
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;5,00;10:10;24;24;50,00%;1,72;6,92;0,29;-3,26;4;1,37;-0,80;1,72;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,06;32,75
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;5,00;10:15;24;24;50,00%;2,64;16,16;0,67;-3,58;4;2,17;-0,82;2,64;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,14;48,47
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;5,00;10:20;24;24;50,00%;2,83;18,36;0,76;-3,58;2;2,37;-0,84;2,83;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,15;51,98
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;5,00;10:25;24;24;50,00%;2,13;12,38;0,52;-4,76;5;1,94;-0,91;2,13;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,10;39,99
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;5,00;10:30;24;24;50,00%;1,71;8,06;0,34;-5,18;5;1,61;-0,94;1,71;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,07;32,30
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;10,00;10:00;24;24;52,17%;1,68;2,41;0,10;-1,71;3;0,50;-0,32;1,54;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;29,69
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;10,00;10:05;24;24;54,17%;1,61;2,68;0,11;-1,67;3;0,54;-0,40;1,37;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;29,47
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;10,00;10:10;24;24;54,17%;2,01;4,18;0,17;-2,04;4;0,64;-0,38;1,70;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;33,66
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;10,00;10:15;24;24;58,33%;3,35;9,39;0,39;-1,96;4;0,96;-0,40;2,39;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,08;49,29
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;10,00;10:20;24;24;58,33%;3,30;10,65;0,44;-1,86;2;1,09;-0,46;2,35;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,09;50,15
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;10,00;10:25;24;24;66,67%;2,62;7,98;0,33;-1,22;2;0,81;-0,62;1,31;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,07;42,99
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;10,00;10:30;24;24;65,22%;2,16;5,92;0,25;-1,47;2;0,74;-0,64;1,15;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,05;37,07
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;15,00;10:00;24;24;52,17%;1,47;1,27;0,05;-1,47;3;0,33;-0,25;1,35;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;27,24
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;15,00;10:05;24;24;54,17%;1,31;1,12;0,05;-1,45;3;0,36;-0,32;1,11;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;25,86
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;15,00;10:10;24;24;54,17%;1,62;2,12;0,09;-1,69;4;0,43;-0,31;1,37;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;28,97
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;15,00;10:15;24;24;58,33%;2,68;5,59;0,23;-1,64;4;0,64;-0,33;1,91;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,05;40,73
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;15,00;10:20;24;24;58,33%;2,71;6,43;0,27;-1,57;2;0,73;-0,38;1,94;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,05;41,85
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;15,00;10:25;24;24;66,67%;2,18;4,65;0,19;-1,15;2;0,54;-0,49;1,09;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;36,43
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;15,00;10:30;24;24;65,22%;1,83;3,33;0,14;-1,26;2;0,49;-0,50;0,98;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;32,27
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;20,00;10:00;24;24;52,17%;1,31;0,70;0,03;-1,36;3;0,25;-0,21;1,20;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;25,55
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;20,00;10:05;24;24;54,17%;1,11;0,34;0,01;-1,33;3;0,27;-0,29;0,94;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,00;23,61
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;20,00;10:10;24;24;54,17%;1,36;1,09;0,05;-1,52;4;0,32;-0,28;1,15;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;26,08
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;20,00;10:15;24;24;58,33%;2,23;3,69;0,15;-1,48;4;0,48;-0,30;1,59;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;35,57
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;20,00;10:20;24;24;58,33%;2,30;4,32;0,18;-1,43;2;0,55;-0,33;1,64;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;36,78
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;20,00;10:25;24;24;66,67%;1,86;2,99;0,12;-1,11;2;0,40;-0,43;0,93;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;32,41
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;20,00;10:30;24;24;65,22%;1,57;2,00;0,08;-1,20;2;0,37;-0,44;0,84;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;29,02
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;25,00;10:00;24;24;56,52%;2,60;1,64;0,07;-0,32;3;0,20;-0,10;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;38,09
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;25,00;10:05;24;24;58,33%;1,95;1,42;0,06;-0,55;3;0,21;-0,15;1,39;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;32,33
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;25,00;10:10;24;24;54,17%;2,24;1,84;0,08;-0,56;4;0,26;-0,13;1,90;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;35,05
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;25,00;10:15;24;24;58,33%;4,00;4,02;0,17;-0,50;4;0,38;-0,13;2,86;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;51,21
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;25,00;10:20;24;24;62,50%;3,62;4,60;0,19;-0,70;2;0,42;-0,20;2,17;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,04;48,49
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;25,00;10:25;24;24;70,83%;2,87;3,56;0,15;-0,74;2;0,32;-0,27;1,18;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;41,44
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;25,00;10:30;24;24;69,57%;2,29;2,71;0,11;-0,95;2;0,30;-0,30;1,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;35,76
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;30,00;10:00;24;24;56,52%;2,60;1,36;0,06;-0,27;3;0,17;-0,09;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;37,91
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;30,00;10:05;24;24;58,33%;1,95;1,18;0,05;-0,46;3;0,17;-0,12;1,39;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;32,24
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;30,00;10:10;24;24;54,17%;2,24;1,53;0,06;-0,46;4;0,21;-0,11;1,90;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;34,89
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;30,00;10:15;24;24;58,33%;4,00;3,35;0,14;-0,42;4;0,32;-0,11;2,86;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;50,70
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;30,00;10:20;24;24;62,50%;3,62;3,84;0,16;-0,58;2;0,35;-0,16;2,17;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;47,93
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;30,00;10:25;24;24;70,83%;2,87;2,97;0,12;-0,62;2;0,27;-0,23;1,18;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;41,04
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;30,00;10:30;24;24;69,57%;2,29;2,26;0,09;-0,79;2;0,25;-0,25;1,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;35,54
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;35,00;10:00;24;24;56,52%;2,60;1,17;0,05;-0,23;3;0,15;-0,07;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;37,79
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;35,00;10:05;24;24;58,33%;1,95;1,01;0,04;-0,39;3;0,15;-0,11;1,39;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;32,17
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;35,00;10:10;24;24;54,17%;2,24;1,31;0,05;-0,40;4;0,18;-0,10;1,90;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,01;34,77
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;35,00;10:15;24;24;58,33%;4,00;2,87;0,12;-0,36;4;0,27;-0,10;2,86;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;50,34
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;35,00;10:20;24;24;62,50%;3,62;3,29;0,14;-0,50;2;0,30;-0,14;2,17;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;47,53
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;35,00;10:25;24;24;70,83%;2,87;2,55;0,11;-0,53;2;0,23;-0,19;1,18;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;40,77
USDJPY;1m;cortos / SELL;Reversal Original;3;09:55;;;;;;35,00;10:30;24;24;69,57%;2,29;1,94;0,08;-0,68;2;0,21;-0,21;1,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;35,38
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;5,00;10:00;24;24;45,83%;1,31;3,26;0,14;-6,74;5;1,24;-0,80;1,55;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;23,72
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;5,00;10:05;24;24;50,00%;1,53;5,40;0,22;-5,14;5;1,30;-0,85;1,53;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,05;28,36
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;5,00;10:10;24;24;50,00%;1,82;8,34;0,35;-4,84;5;1,55;-0,85;1,82;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,07;33,62
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;5,00;10:15;24;24;50,00%;2,76;17,84;0,74;-5,14;8;2,33;-0,84;2,76;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,15;49,86
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;5,00;10:20;24;24;45,83%;2,71;18,60;0,77;-5,38;8;2,68;-0,84;3,20;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,16;49,99
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;5,00;10:25;24;24;45,83%;2,02;12,58;0,52;-6,34;8;2,27;-0,95;2,39;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,11;38,28
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;5,00;10:30;24;24;45,83%;1,58;7,48;0,31;-7,46;8;1,86;-1,00;1,86;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,06;29,38
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;10,00;10:00;24;24;50,00%;1,44;2,18;0,09;-2,97;5;0,59;-0,41;1,44;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;26,35
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;10,00;10:05;24;24;54,17%;1,45;2,49;0,10;-2,48;5;0,62;-0,50;1,23;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,02;27,15
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;10,00;10:10;24;24;54,17%;1,75;3,98;0,17;-2,59;4;0,71;-0,48;1,48;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,03;30,83
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;10,00;10:15;24;24;58,33%;2,83;9,22;0,38;-2,01;4;1,02;-0,51;2,02;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,08;44,90
USDJPY;1m;cortos / SELL;Reversal Original;4;09:55;;;;;;10,00;10:20;24;24;54,17%;2,75;10,01;0,42;-1,91;4;1,21;-0,52;2,33;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,20;0,08;45,16
