activo;temporalidad;direccion_analizada;familia_salida;entryLeadBars;hora_referencia_jst;sl_lookback;tipo_tp;tp1_r;tp2_r;tp3_r;sl_pips;hora_cierre_objetivo_jst;total_trades;total_trades_ejecutados;win_rate;profit_factor;r_neto_total;promedio_r_por_trade;max_drawdown_r;racha_max_perdidas;avg_r_ganadoras;avg_r_perdedoras;payoff_ratio;fecha_inicio_datos;fecha_fin_datos;cantidad_velas;dias_historico;meses_historico;muestra_menor_1_anio;trades_por_1000_velas;r_por_1000_velas;score_robustez
USDJPY;1m;cortos / SELL;TP/SL;0;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;22;22;54,55%;1,07;0,73;0,03;-3,00;3;0,89;-1,00;0,89;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,01;21,96
USDJPY;1m;cortos / SELL;TP/SL;0;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;22;22;36,36%;1,00;0,00;0,00;-4,83;4;1,75;-1,00;1,75;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,00;19,21
USDJPY;1m;cortos / SELL;TP/SL;0;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;22;22;31,82%;1,16;2,33;0,11;-4,00;4;2,48;-1,00;2,48;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,02;23,41
USDJPY;1m;cortos / SELL;TP/SL;0;09:55;33;tp_unico_1.5;1,50;;;;;22;22;36,36%;0,86;-2,00;-0,09;-5,50;4;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,02;17,63
USDJPY;1m;cortos / SELL;TP/SL;0;09:55;33;tp_unico_2.0;2,00;;;;;22;22;31,82%;0,93;-1,00;-0,05;-5,00;4;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,01;18,57
USDJPY;1m;cortos / SELL;TP/SL;0;09:55;33;tp_unico_3.0;3,00;;;;;22;22;27,27%;1,12;2,00;0,09;-4,00;4;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,02;22,83
USDJPY;1m;cortos / SELL;TP/SL;0;09:55;33;tp_unico_4.0;4,00;;;;;22;22;22,73%;1,18;3,00;0,14;-6,00;6;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,03;22,91
USDJPY;1m;cortos / SELL;TP/SL;1;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;21;21;47,62%;1,06;0,67;0,03;-5,13;5;1,17;-1,00;1,17;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,01;20,15
USDJPY;1m;cortos / SELL;TP/SL;1;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;21;21;47,62%;1,21;2,33;0,11;-5,50;5;1,33;-1,00;1,33;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,02;22,88
USDJPY;1m;cortos / SELL;TP/SL;1;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;21;21;38,10%;0,95;-0,67;-0,03;-7,00;7;1,54;-1,00;1,54;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,01;17,46
USDJPY;1m;cortos / SELL;TP/SL;1;09:55;33;tp_unico_1.5;1,50;;;;;21;21;47,62%;1,36;4,00;0,19;-5,00;5;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,03;26,17
USDJPY;1m;cortos / SELL;TP/SL;1;09:55;33;tp_unico_2.0;2,00;;;;;21;21;38,10%;1,23;3,00;0,14;-7,00;7;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,03;22,88
USDJPY;1m;cortos / SELL;TP/SL;1;09:55;33;tp_unico_3.0;3,00;;;;;21;21;19,05%;0,71;-5,00;-0,24;-8,00;9;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,04;15,03
USDJPY;1m;cortos / SELL;TP/SL;1;09:55;33;tp_unico_4.0;4,00;;;;;21;21;19,05%;0,94;-1,00;-0,05;-8,00;9;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,01;16,91
USDJPY;1m;cortos / SELL;TP/SL;2;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;20;20;60,00%;1,67;5,40;0,27;-5,00;5;1,12;-1,00;1,12;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,05;30,34
USDJPY;1m;cortos / SELL;TP/SL;2;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;20;20;50,00%;1,40;4,00;0,20;-5,00;5;1,40;-1,00;1,40;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,03;26,60
USDJPY;1m;cortos / SELL;TP/SL;2;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;20;20;30,00%;0,93;-1,00;-0,05;-6,00;6;2,17;-1,00;2,17;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;-0,01;17,80
USDJPY;1m;cortos / SELL;TP/SL;2;09:55;33;tp_unico_1.5;1,50;;;;;20;20;50,00%;1,50;5,00;0,25;-5,00;5;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,04;28,50
USDJPY;1m;cortos / SELL;TP/SL;2;09:55;33;tp_unico_2.0;2,00;;;;;20;20;30,00%;0,86;-2,00;-0,10;-6,00;6;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;-0,02;17,23
USDJPY;1m;cortos / SELL;TP/SL;2;09:55;33;tp_unico_3.0;3,00;;;;;20;20;25,00%;1,00;0,00;0,00;-7,00;7;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,00;17,82
USDJPY;1m;cortos / SELL;TP/SL;2;09:55;33;tp_unico_4.0;4,00;;;;;20;20;15,00%;0,71;-5,00;-0,25;-8,00;7;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;-0,04;14,98
USDJPY;1m;cortos / SELL;TP/SL;3;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;19;19;63,16%;2,13;7,90;0,42;-3,00;3;1,24;-1,00;1,24;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,16;0,07;38,62
USDJPY;1m;cortos / SELL;TP/SL;3;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;19;19;52,63%;1,41;3,67;0,19;-4,00;4;1,27;-1,00;1,27;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,16;0,03;27,15
USDJPY;1m;cortos / SELL;TP/SL;3;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;19;19;52,63%;1,00;-0,00;-0,00;-4,00;4;0,90;-1,00;0,90;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,16;-0,00;19,66
USDJPY;1m;cortos / SELL;TP/SL;3;09:55;33;tp_unico_1.5;1,50;;;;;19;19;52,63%;1,67;6,00;0,32;-4,00;4;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,16;0,05;31,91
USDJPY;1m;cortos / SELL;TP/SL;3;09:55;33;tp_unico_2.0;2,00;;;;;19;19;52,63%;2,22;11,00;0,58;-4,00;4;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,16;0,09;42,12
USDJPY;1m;cortos / SELL;TP/SL;3;09:55;33;tp_unico_3.0;3,00;;;;;19;19;21,05%;0,80;-3,00;-0,16;-5,00;6;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,16;-0,03;17,35
USDJPY;1m;cortos / SELL;TP/SL;3;09:55;33;tp_unico_4.0;4,00;;;;;19;19;21,05%;1,07;1,00;0,05;-5,00;6;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,16;0,01;20,64
USDJPY;1m;cortos / SELL;TP/SL;4;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;20;20;60,00%;1,78;6,23;0,31;-3,63;3;1,19;-1,00;1,19;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,05;33,09
USDJPY;1m;cortos / SELL;TP/SL;4;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;20;20;55,00%;1,72;6,50;0,32;-5,00;5;1,41;-1,00;1,41;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,05;31,93
USDJPY;1m;cortos / SELL;TP/SL;4;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;20;20;45,00%;1,39;4,33;0,22;-5,00;6;1,70;-1,00;1,70;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,04;26,92
USDJPY;1m;cortos / SELL;TP/SL;4;09:55;33;tp_unico_1.5;1,50;;;;;20;20;55,00%;1,83;7,50;0,38;-5,00;5;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,06;33,92
USDJPY;1m;cortos / SELL;TP/SL;4;09:55;33;tp_unico_2.0;2,00;;;;;20;20;45,00%;1,64;7,00;0,35;-5,00;6;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,06;31,79
USDJPY;1m;cortos / SELL;TP/SL;4;09:55;33;tp_unico_3.0;3,00;;;;;20;20;20,00%;0,75;-4,00;-0,20;-8,00;8;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;-0,03;15,33
USDJPY;1m;cortos / SELL;TP/SL;4;09:55;33;tp_unico_4.0;4,00;;;;;20;20;20,00%;1,00;0,00;0,00;-7,00;8;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,17;0,00;17,82
USDJPY;1m;cortos / SELL;TP/SL;5;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;18;18;55,56%;1,25;2,00;0,11;-4,00;4;1,00;-1,00;1,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,15;0,02;24,04
USDJPY;1m;cortos / SELL;TP/SL;5;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;18;18;50,00%;1,54;4,83;0,27;-4,00;4;1,54;-1,00;1,54;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,15;0,04;29,76
USDJPY;1m;cortos / SELL;TP/SL;5;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;18;18;44,44%;1,07;0,67;0,04;-4,00;5;1,33;-1,00;1,33;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,15;0,01;20,95
USDJPY;1m;cortos / SELL;TP/SL;5;09:55;33;tp_unico_1.5;1,50;;;;;18;18;50,00%;1,50;4,50;0,25;-4,00;4;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,15;0,04;29,06
USDJPY;1m;cortos / SELL;TP/SL;5;09:55;33;tp_unico_2.0;2,00;;;;;18;18;44,44%;1,60;6,00;0,33;-4,00;5;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,15;0,05;31,68
USDJPY;1m;cortos / SELL;TP/SL;5;09:55;33;tp_unico_3.0;3,00;;;;;18;18;22,22%;0,86;-2,00;-0,11;-5,00;5;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,15;-0,02;17,76
USDJPY;1m;cortos / SELL;TP/SL;5;09:55;33;tp_unico_4.0;4,00;;;;;18;18;5,56%;0,24;-13,00;-0,72;-12,00;10;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,15;-0,11;9,60
USDJPY;1m;cortos / SELL;TP/SL;6;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;23;23;47,83%;1,11;1,37;0,06;-4,00;4;1,22;-1,00;1,22;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,01;22,10
USDJPY;1m;cortos / SELL;TP/SL;6;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;23;23;43,48%;1,08;1,00;0,04;-5,67;4;1,40;-1,00;1,40;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,01;20,31
USDJPY;1m;cortos / SELL;TP/SL;6;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;23;23;39,13%;0,83;-2,33;-0,10;-7,00;4;1,30;-1,00;1,30;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;-0,02;16,64
USDJPY;1m;cortos / SELL;TP/SL;6;09:55;33;tp_unico_1.5;1,50;;;;;23;23;43,48%;1,15;2,00;0,09;-5,00;4;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,02;22,32
USDJPY;1m;cortos / SELL;TP/SL;6;09:55;33;tp_unico_2.0;2,00;;;;;23;23;39,13%;1,29;4,00;0,17;-4,00;4;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,03;26,03
USDJPY;1m;cortos / SELL;TP/SL;6;09:55;33;tp_unico_3.0;3,00;;;;;23;23;17,39%;0,63;-7,00;-0,30;-12,00;12;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;-0,06;13,02
USDJPY;1m;cortos / SELL;TP/SL;6;09:55;33;tp_unico_4.0;4,00;;;;;23;23;13,04%;0,60;-8,00;-0,35;-13,00;14;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;-0,07;12,47
USDJPY;1m;cortos / SELL;TP/SL;7;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;23;23;47,83%;1,00;0,03;0,00;-4,00;4;1,09;-1,00;1,09;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,00;19,92
USDJPY;1m;cortos / SELL;TP/SL;7;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;23;23;47,83%;1,15;1,83;0,08;-4,00;4;1,26;-1,00;1,26;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,02;22,86
USDJPY;1m;cortos / SELL;TP/SL;7;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;23;23;43,48%;1,10;1,33;0,06;-4,00;5;1,43;-1,00;1,43;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,01;21,98
USDJPY;1m;cortos / SELL;TP/SL;7;09:55;33;tp_unico_1.5;1,50;;;;;23;23;47,83%;1,38;4,50;0,20;-4,00;4;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,04;27,23
USDJPY;1m;cortos / SELL;TP/SL;7;09:55;33;tp_unico_2.0;2,00;;;;;23;23;43,48%;1,54;7,00;0,30;-4,00;5;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,06;30,96
USDJPY;1m;cortos / SELL;TP/SL;7;09:55;33;tp_unico_3.0;3,00;;;;;23;23;21,74%;0,83;-3,00;-0,13;-9,00;8;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;-0,03;15,71
USDJPY;1m;cortos / SELL;TP/SL;7;09:55;33;tp_unico_4.0;4,00;;;;;23;23;8,70%;0,38;-13,00;-0,57;-13,00;14;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;-0,11;10,72
USDJPY;1m;cortos / SELL;TP/SL;8;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;22;22;54,55%;1,31;3,07;0,14;-3,63;3;1,09;-1,00;1,09;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,03;25,65
USDJPY;1m;cortos / SELL;TP/SL;8;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;22;22;45,45%;1,08;1,00;0,05;-5,17;5;1,30;-1,00;1,30;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,01;20,66
USDJPY;1m;cortos / SELL;TP/SL;8;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;22;22;45,45%;1,14;1,67;0,08;-5,00;5;1,37;-1,00;1,37;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,01;21,89
USDJPY;1m;cortos / SELL;TP/SL;8;09:55;33;tp_unico_1.5;1,50;;;;;22;22;45,45%;1,25;3,00;0,14;-5,00;5;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,03;24,13
USDJPY;1m;cortos / SELL;TP/SL;8;09:55;33;tp_unico_2.0;2,00;;;;;22;22;45,45%;1,67;8,00;0,36;-5,00;5;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,07;32,51
USDJPY;1m;cortos / SELL;TP/SL;8;09:55;33;tp_unico_3.0;3,00;;;;;22;22;18,18%;0,67;-6,00;-0,27;-9,00;7;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,05;14,33
USDJPY;1m;cortos / SELL;TP/SL;8;09:55;33;tp_unico_4.0;4,00;;;;;22;22;13,64%;0,63;-7,00;-0,32;-8,00;7;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,06;14,49
USDJPY;1m;cortos / SELL;TP/SL;9;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;22;22;54,55%;1,31;3,07;0,14;-3,87;3;1,09;-1,00;1,09;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,03;25,47
USDJPY;1m;cortos / SELL;TP/SL;9;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;22;22;54,55%;1,67;6,67;0,30;-3,00;3;1,39;-1,00;1,39;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,06;32,70
USDJPY;1m;cortos / SELL;TP/SL;9;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;22;22;50,00%;1,61;6,67;0,30;-3,33;3;1,61;-1,00;1,61;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,06;31,93
USDJPY;1m;cortos / SELL;TP/SL;9;09:55;33;tp_unico_1.5;1,50;;;;;22;22;54,55%;1,80;8,00;0,36;-3,00;3;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,07;35,11
USDJPY;1m;cortos / SELL;TP/SL;9;09:55;33;tp_unico_2.0;2,00;;;;;22;22;50,00%;2,00;11,00;0,50;-3,00;3;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,09;39,74
USDJPY;1m;cortos / SELL;TP/SL;9;09:55;33;tp_unico_3.0;3,00;;;;;22;22;22,73%;0,88;-2,00;-0,09;-9,00;7;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;-0,02;16,05
USDJPY;1m;cortos / SELL;TP/SL;9;09:55;33;tp_unico_4.0;4,00;;;;;22;22;22,73%;1,18;3,00;0,14;-8,00;7;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,03;21,87
USDJPY;1m;cortos / SELL;TP/SL;10;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;23;23;52,17%;1,34;3,73;0,16;-3,20;3;1,23;-1,00;1,23;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,03;26,85
USDJPY;1m;cortos / SELL;TP/SL;10;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;23;23;52,17%;1,64;7,00;0,30;-4,67;3;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,06;31,25
USDJPY;1m;cortos / SELL;TP/SL;10;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;23;23;47,83%;1,64;7,67;0,33;-5,00;5;1,79;-1,00;1,79;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,06;31,69
USDJPY;1m;cortos / SELL;TP/SL;10;09:55;33;tp_unico_1.5;1,50;;;;;23;23;52,17%;1,64;7,00;0,30;-3,00;3;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,06;32,57
USDJPY;1m;cortos / SELL;TP/SL;10;09:55;33;tp_unico_2.0;2,00;;;;;23;23;47,83%;1,83;10,00;0,43;-5,00;5;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,08;35,51
USDJPY;1m;cortos / SELL;TP/SL;10;09:55;33;tp_unico_3.0;3,00;;;;;23;23;39,13%;1,93;13,00;0,57;-5,00;6;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,11;39,18
USDJPY;1m;cortos / SELL;TP/SL;10;09:55;33;tp_unico_4.0;4,00;;;;;23;23;30,43%;1,75;12,00;0,52;-5,00;6;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,10;36,78
USDJPY;1m;cortos / SELL;TP/SL;11;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;22;22;63,64%;1,87;6,97;0,32;-3,63;3;1,07;-1,00;1,07;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,06;34,10
USDJPY;1m;cortos / SELL;TP/SL;11;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;22;22;54,55%;1,97;9,67;0,44;-3,00;3;1,64;-1,00;1,64;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,08;38,13
USDJPY;1m;cortos / SELL;TP/SL;11;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;22;22;54,55%;2,40;14,00;0,64;-3,33;3;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,12;45,68
USDJPY;1m;cortos / SELL;TP/SL;11;09:55;33;tp_unico_1.5;1,50;;;;;22;22;54,55%;1,80;8,00;0,36;-3,00;3;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,07;35,11
USDJPY;1m;cortos / SELL;TP/SL;11;09:55;33;tp_unico_2.0;2,00;;;;;22;22;54,55%;2,40;14,00;0,64;-3,00;3;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,12;45,97
USDJPY;1m;cortos / SELL;TP/SL;11;09:55;33;tp_unico_3.0;3,00;;;;;22;22;40,91%;2,08;14,00;0,64;-5,00;6;3,00;-1,00;3,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,12;41,84
USDJPY;1m;cortos / SELL;TP/SL;11;09:55;33;tp_unico_4.0;4,00;;;;;22;22;36,36%;2,29;18,00;0,82;-5,00;6;4,00;-1,00;4,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,18;0,15;47,55
USDJPY;1m;cortos / SELL;TP/SL;12;09:55;33;parcial_1.1_1.5_2.0;1,10;1,50;2,00;;;23;23;52,17%;1,35;3,90;0,17;-3,00;3;1,24;-1,00;1,24;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,03;27,31
USDJPY;1m;cortos / SELL;TP/SL;12;09:55;33;parcial_1.5_2.0_3.0;1,50;2,00;3,00;;;23;23;47,83%;1,57;6,83;0,30;-3,00;3;1,71;-1,00;1,71;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,06;31,87
USDJPY;1m;cortos / SELL;TP/SL;12;09:55;33;parcial_2.0_3.0_4.0;2,00;3,00;4,00;;;23;23;47,83%;1,56;6,67;0,29;-3,33;3;1,70;-1,00;1,70;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,06;31,31
USDJPY;1m;cortos / SELL;TP/SL;12;09:55;33;tp_unico_1.5;1,50;;;;;23;23;47,83%;1,38;4,50;0,20;-3,00;3;1,50;-1,00;1,50;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,04;28,05
USDJPY;1m;cortos / SELL;TP/SL;12;09:55;33;tp_unico_2.0;2,00;;;;;23;23;47,83%;1,83;10,00;0,43;-3,00;3;2,00;-1,00;2,00;2026-04-20 06:00:00 JST;2026-08-13 01:05:00 JST;119030;114,80;3,77;True;0,19;0,08;37,05
